"Order_ID","Order_Date","Order_Month","Customer","Region","City","Sales_Channel","Product_Category","Product","Quantity","Unit_Price","Revenue","Cost","Profit","Sales_Representative","Status"
"ORD-2025-0152","2025-08-01","2025-08","Fictional Enterprise 057","Northern","Tabuk","Partner","Operations","Process Monitor","1","140","140","96.60","43.40","Omar Haddad","In Progress"
"ORD-2025-0153","2025-08-12","2025-08","Fictional Enterprise 070","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","207.5","1660.0","1203.50","456.50","Lina Nasser","Completed"
"ORD-2025-0154","2025-08-23","2025-08","Fictional Enterprise 083","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","270","1890","1436.40","453.60","Yousef Karim","Completed"
"ORD-2025-0155","2025-09-03","2025-09","Fictional Enterprise 096","Eastern","Dammam","Digital","Governance","Control Center","6","202.5","1215.0","753.30","461.70","Sara Mansour","Completed"
"ORD-2025-0156","2025-09-14","2025-09","Fictional Enterprise 109","Northern","Tabuk","Partner","Operations","Process Monitor","5","125","625","409.38","215.62","Fahad Rahman","In Progress"
"ORD-2025-0157","2025-09-25","2025-09","Fictional Enterprise 122","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","192.5","770.0","531.30","238.70","Amina Saleh","Completed"
"ORD-2025-0158","2025-10-06","2025-10","Fictional Enterprise 135","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","255","765","554.62","210.38","Omar Haddad","Completed"
"ORD-2025-0159","2025-10-17","2025-10","Fictional Enterprise 148","Eastern","Dammam","Digital","Governance","Control Center","2","187.5","375.0","285.00","90.00","Lina Nasser","Completed"
"ORD-2025-0160","2025-10-28","2025-10","Fictional Enterprise 001","Northern","Tabuk","Partner","Operations","Process Monitor","1","155","155","96.10","58.90","Yousef Karim","In Progress"
"ORD-2025-0161","2025-11-08","2025-11","Fictional Enterprise 014","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","222.5","1780.0","1165.90","614.10","Sara Mansour","Completed"
"ORD-2025-0162","2025-11-19","2025-11","Fictional Enterprise 027","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","240","1680","1159.20","520.80","Fahad Rahman","Completed"
"ORD-2025-0163","2025-11-30","2025-11","Fictional Enterprise 040","Eastern","Dammam","Digital","Governance","Control Center","6","172.5","1035.0","750.38","284.62","Amina Saleh","Completed"
"ORD-2025-0164","2025-12-11","2025-12","Fictional Enterprise 053","Northern","Tabuk","Partner","Operations","Process Monitor","5","140","700","532.00","168.00","Omar Haddad","In Progress"
"ORD-2025-0165","2025-12-22","2025-12","Fictional Enterprise 066","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","207.5","830.0","514.60","315.40","Lina Nasser","Completed"
"ORD-2025-0166","2025-01-02","2025-01","Fictional Enterprise 079","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","270","810","530.55","279.45","Yousef Karim","Completed"
"ORD-2025-0167","2025-01-13","2025-01","Fictional Enterprise 092","Eastern","Dammam","Digital","Governance","Control Center","2","202.5","405.0","279.45","125.55","Sara Mansour","Completed"
"ORD-2025-0168","2025-01-24","2025-01","Fictional Enterprise 105","Northern","Tabuk","Partner","Operations","Process Monitor","1","125","125","90.62","34.38","Fahad Rahman","In Progress"
"ORD-2025-0169","2025-02-04","2025-02","Fictional Enterprise 118","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","192.5","1540.0","1170.40","369.60","Amina Saleh","Completed"
"ORD-2025-0170","2025-02-15","2025-02","Fictional Enterprise 131","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","255","1785","1106.70","678.30","Omar Haddad","Completed"
"ORD-2025-0171","2025-02-26","2025-02","Fictional Enterprise 144","Eastern","Dammam","Digital","Governance","Control Center","6","187.5","1125.0","736.88","388.12","Lina Nasser","Completed"
"ORD-2025-0172","2025-03-09","2025-03","Fictional Enterprise 157","Northern","Tabuk","Partner","Operations","Process Monitor","5","155","775","534.75","240.25","Yousef Karim","In Progress"
"ORD-2025-0173","2025-03-20","2025-03","Fictional Enterprise 010","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","222.5","890.0","645.25","244.75","Sara Mansour","Completed"
"ORD-2025-0174","2025-03-31","2025-03","Fictional Enterprise 023","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","240","720","547.20","172.80","Fahad Rahman","Completed"
"ORD-2025-0175","2025-04-11","2025-04","Fictional Enterprise 036","Eastern","Dammam","Digital","Governance","Control Center","2","172.5","345.0","213.90","131.10","Amina Saleh","Completed"
"ORD-2025-0176","2025-04-22","2025-04","Fictional Enterprise 049","Northern","Tabuk","Partner","Operations","Process Monitor","1","140","140","91.70","48.30","Omar Haddad","In Progress"
"ORD-2025-0177","2025-05-03","2025-05","Fictional Enterprise 062","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","207.5","1660.0","1145.40","514.60","Lina Nasser","Completed"
"ORD-2025-0178","2025-05-14","2025-05","Fictional Enterprise 075","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","270","1890","1370.25","519.75","Yousef Karim","Completed"
"ORD-2025-0179","2025-05-25","2025-05","Fictional Enterprise 088","Eastern","Dammam","Digital","Governance","Control Center","6","202.5","1215.0","923.40","291.60","Sara Mansour","Completed"
"ORD-2025-0180","2025-06-05","2025-06","Fictional Enterprise 101","Northern","Tabuk","Partner","Operations","Process Monitor","5","125","625","387.50","237.50","Fahad Rahman","In Progress"
"ORD-2025-0181","2025-06-16","2025-06","Fictional Enterprise 114","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","192.5","770.0","504.35","265.65","Amina Saleh","Completed"
"ORD-2025-0182","2025-06-27","2025-06","Fictional Enterprise 127","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","255","765","527.85","237.15","Omar Haddad","Completed"
"ORD-2025-0183","2025-07-08","2025-07","Fictional Enterprise 140","Eastern","Dammam","Digital","Governance","Control Center","2","187.5","375.0","271.88","103.12","Lina Nasser","Completed"
"ORD-2025-0184","2025-07-19","2025-07","Fictional Enterprise 153","Northern","Tabuk","Partner","Operations","Process Monitor","1","155","155","117.80","37.20","Yousef Karim","In Progress"
"ORD-2025-0185","2025-07-30","2025-07","Fictional Enterprise 006","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","222.5","1780.0","1103.60","676.40","Sara Mansour","Completed"
"ORD-2025-0186","2025-08-10","2025-08","Fictional Enterprise 019","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","240","1680","1100.40","579.60","Fahad Rahman","Completed"
"ORD-2025-0187","2025-08-21","2025-08","Fictional Enterprise 032","Eastern","Dammam","Digital","Governance","Control Center","6","172.5","1035.0","714.15","320.85","Amina Saleh","Completed"
"ORD-2025-0188","2025-09-01","2025-09","Fictional Enterprise 045","Northern","Tabuk","Partner","Operations","Process Monitor","5","140","700","507.50","192.50","Omar Haddad","In Progress"
"ORD-2025-0189","2025-09-12","2025-09","Fictional Enterprise 058","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","207.5","830.0","630.80","199.20","Lina Nasser","Completed"
"ORD-2025-0190","2025-09-23","2025-09","Fictional Enterprise 071","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","270","810","502.20","307.80","Yousef Karim","Completed"
"ORD-2025-0191","2025-10-04","2025-10","Fictional Enterprise 084","Eastern","Dammam","Digital","Governance","Control Center","2","202.5","405.0","265.28","139.72","Sara Mansour","Completed"
"ORD-2025-0192","2025-10-15","2025-10","Fictional Enterprise 097","Northern","Tabuk","Partner","Operations","Process Monitor","1","125","125","86.25","38.75","Fahad Rahman","In Progress"
"ORD-2025-0193","2025-10-26","2025-10","Fictional Enterprise 110","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","192.5","1540.0","1116.50","423.50","Amina Saleh","Completed"
"ORD-2025-0194","2025-11-06","2025-11","Fictional Enterprise 123","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","255","1785","1356.60","428.40","Omar Haddad","Completed"
"ORD-2025-0195","2025-11-17","2025-11","Fictional Enterprise 136","Eastern","Dammam","Digital","Governance","Control Center","6","187.5","1125.0","697.50","427.50","Lina Nasser","Completed"
"ORD-2025-0196","2025-11-28","2025-11","Fictional Enterprise 149","Northern","Tabuk","Partner","Operations","Process Monitor","5","155","775","507.62","267.38","Yousef Karim","In Progress"
"ORD-2025-0197","2025-12-09","2025-12","Fictional Enterprise 002","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","222.5","890.0","614.10","275.90","Sara Mansour","Completed"
"ORD-2025-0198","2025-12-20","2025-12","Fictional Enterprise 015","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","240","720","522.00","198.00","Fahad Rahman","Completed"
"ORD-2025-0199","2025-12-31","2025-12","Fictional Enterprise 028","Eastern","Dammam","Digital","Governance","Control Center","2","172.5","345.0","262.20","82.80","Amina Saleh","Completed"
"ORD-2025-0200","2025-01-11","2025-01","Fictional Enterprise 041","Northern","Tabuk","Partner","Operations","Process Monitor","1","140","140","86.80","53.20","Omar Haddad","In Progress"
"ORD-2025-0201","2025-01-22","2025-01","Fictional Enterprise 054","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","207.5","1660.0","1087.30","572.70","Lina Nasser","Completed"
"ORD-2025-0202","2025-02-02","2025-02","Fictional Enterprise 067","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","270","1890","1304.10","585.90","Yousef Karim","Completed"
"ORD-2025-0203","2025-02-13","2025-02","Fictional Enterprise 080","Eastern","Dammam","Digital","Governance","Control Center","6","202.5","1215.0","880.88","334.12","Sara Mansour","Completed"
"ORD-2025-0204","2025-02-24","2025-02","Fictional Enterprise 093","Northern","Tabuk","Partner","Operations","Process Monitor","5","125","625","475.00","150.00","Fahad Rahman","In Progress"
"ORD-2025-0205","2025-03-07","2025-03","Fictional Enterprise 106","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","192.5","770.0","477.40","292.60","Amina Saleh","Completed"
"ORD-2025-0206","2025-03-18","2025-03","Fictional Enterprise 119","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","255","765","501.08","263.92","Omar Haddad","Completed"
"ORD-2025-0207","2025-03-29","2025-03","Fictional Enterprise 132","Eastern","Dammam","Digital","Governance","Control Center","2","187.5","375.0","258.75","116.25","Lina Nasser","Completed"
"ORD-2025-0208","2025-04-09","2025-04","Fictional Enterprise 145","Northern","Tabuk","Partner","Operations","Process Monitor","1","155","155","112.38","42.62","Yousef Karim","In Progress"
"ORD-2025-0209","2025-04-20","2025-04","Fictional Enterprise 158","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","222.5","1780.0","1352.80","427.20","Sara Mansour","Completed"
"ORD-2025-0210","2025-05-01","2025-05","Fictional Enterprise 011","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","240","1680","1041.60","638.40","Fahad Rahman","Completed"
"ORD-2025-0211","2025-05-12","2025-05","Fictional Enterprise 024",,"Dammam","Digital","Governance","Control Center","6","172.5","1035.0","677.92","357.08","Amina Saleh","Completed"
"ORD-2025-0212","2025-05-23","2025-05","Fictional Enterprise 037","Northern","Tabuk","Partner","Operations","Process Monitor","5","140","700","483.00","217.00","Omar Haddad","In Progress"
"ORD-2025-0213","2025-06-03","2025-06","Fictional Enterprise 050","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","207.5","830.0","601.75","228.25","Lina Nasser","Completed"
"ORD-2025-0214","2025-06-14","2025-06","Fictional Enterprise 063","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","270","810","615.60","194.40","Yousef Karim","Completed"
"ORD-2025-0215","2025-06-25","2025-06","Fictional Enterprise 076","Eastern","Dammam","Digital","Governance","Control Center","2","202.5","405.0","251.10","153.90","Sara Mansour","Completed"
"ORD-2025-0216","2025-07-06","2025-07","Fictional Enterprise 089","Northern","Tabuk","Partner","Operations","Process Monitor","1","125","125","81.88","43.12","Fahad Rahman","In Progress"
"ORD-2025-0217","2025-07-17","2025-07","Fictional Enterprise 102","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","192.5","1540.0","1062.60","477.40","Amina Saleh","Completed"
"ORD-2025-0218","2025-07-28","2025-07","Fictional Enterprise 115","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","255","1785","1294.12","490.88","Omar Haddad","Completed"
"ORD-2025-0219","2025-08-08","2025-08","Fictional Enterprise 128","Eastern","Dammam","Digital","Governance","Control Center","6","187.5","1125.0","855.00","270.00","Lina Nasser","Completed"
"ORD-2025-0220","2025-08-19","2025-08","Fictional Enterprise 141","Northern","Tabuk","Partner","Operations","Process Monitor","5","155","775","480.50","294.50","Yousef Karim","In Progress"
"ORD-2025-0221","2025-08-30","2025-08","Fictional Enterprise 154","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","222.5","890.0","582.95","307.05","Sara Mansour","Completed"
"ORD-2025-0222","2025-09-10","2025-09","Fictional Enterprise 007","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","240","720","496.80","223.20","Fahad Rahman","Completed"
"ORD-2025-0223","2025-09-21","2025-09","Fictional Enterprise 020","Eastern","Dammam","Digital","Governance","Control Center","2","172.5","345.0","250.12","94.88","Amina Saleh","Completed"
"ORD-2025-0224","2025-10-02","2025-10","Fictional Enterprise 033","Northern","Tabuk","Partner","Operations","Process Monitor","1","140","140","106.40","33.60","Omar Haddad","In Progress"
"ORD-2025-0225","2025-10-13","2025-10","Fictional Enterprise 046","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","207.5","1660.0","1029.20","630.80","Lina Nasser","Completed"
"ORD-2025-0226","2025-10-24","2025-10","Fictional Enterprise 059","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","270","1890","1237.95","652.05","Yousef Karim","Completed"
"ORD-2025-0227","2025-11-04","2025-11","Fictional Enterprise 072","Eastern","Dammam","Digital","Governance","Control Center","6","202.5","1215.0","838.35","376.65","Sara Mansour","Completed"
"ORD-2025-0228","2025-11-15","2025-11","Fictional Enterprise 085","Northern","Tabuk","Partner","Operations","Process Monitor","5","125","625","453.12","171.88","Fahad Rahman","In Progress"
"ORD-2025-0229","2025-11-26","2025-11","Fictional Enterprise 098","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","192.5","770.0","585.20","184.80","Amina Saleh","Completed"
"ORD-2025-0230","2025-12-07","2025-12","Fictional Enterprise 111","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","255","765","474.30","290.70","Omar Haddad","Completed"
"ORD-2025-0231","2025-12-18","2025-12","Fictional Enterprise 124","Eastern","Dammam","Digital","Governance","Control Center","2","187.5","375.0","245.62","129.38","Lina Nasser","Completed"
"ORD-2025-0232","2025-12-29","2025-12","Fictional Enterprise 137","Northern","Tabuk","Partner","Operations","Process Monitor","1","155","155","106.95","48.05","Yousef Karim","In Progress"
"ORD-2025-0233","2025-01-09","2025-01","Fictional Enterprise 150","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","222.5","1780.0","1290.50","489.50","Sara Mansour","Completed"
"ORD-2025-0234","2025-01-20","2025-01","Fictional Enterprise 003","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","240","1680","1276.80","403.20","Fahad Rahman","Completed"
"ORD-2025-0235","2025-01-31","2025-01","Fictional Enterprise 016","Eastern","Dammam","Digital","Governance","Control Center","6","172.5","1035.0","641.70","393.30","Amina Saleh","Completed"
"ORD-2025-0236","2025-02-11","2025-02","Fictional Enterprise 029","Northern","Tabuk","Partner","Operations","Process Monitor","5","140","700","458.50","241.50","Omar Haddad","In Progress"
"ORD-2025-0237","2025-02-22","2025-02","Fictional Enterprise 042","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","207.5","830.0","572.70","257.30","Lina Nasser","Completed"
"ORD-2025-0238","2025-03-05","2025-03","Fictional Enterprise 055","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","270","810","587.25","222.75","Yousef Karim","Completed"
"ORD-2025-0239","2025-03-16","2025-03","Fictional Enterprise 068","Eastern","Dammam","Digital","Governance","Control Center","2","202.5","405.0","307.80","97.20","Sara Mansour","Completed"
"ORD-2025-0240","2025-03-27","2025-03","Fictional Enterprise 081","Northern","Tabuk","Partner","Operations","Process Monitor","1","125","125","77.50","47.50","Fahad Rahman","In Progress"
"ORD-2025-0241","2025-04-07","2025-04","Fictional Enterprise 094","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","192.5","1540.0","1008.70","531.30","Amina Saleh","Completed"
"ORD-2025-0242","2025-04-18","2025-04","Fictional Enterprise 107","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","255","1785","1231.65","553.35","Omar Haddad","Completed"
"ORD-2025-0243","2025-04-29","2025-04","Fictional Enterprise 120","Eastern","Dammam","Digital","Governance","Control Center","6","187.5","1125.0","815.62","309.38","Lina Nasser","Completed"
"ORD-2025-0244","2025-05-10","2025-05","Fictional Enterprise 133","Northern","Tabuk","Partner","Operations","Process Monitor","5","155","775","589.00","186.00","Yousef Karim","In Progress"
"ORD-2025-0245","2025-05-21","2025-05","Fictional Enterprise 146","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","222.5","890.0","551.80","338.20","Sara Mansour","Completed"
"ORD-2025-0246","2025-06-01","2025-06","Fictional Enterprise 159","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","240","720","471.60","248.40","Fahad Rahman","Completed"
"ORD-2025-0247","2025-06-12","2025-06","Fictional Enterprise 012","Eastern","Dammam","Digital","Governance","Control Center","2","172.5","345.0","238.05","106.95","Amina Saleh","Completed"
"ORD-2025-0248","2025-06-23","2025-06","Fictional Enterprise 025","Northern","Tabuk","Partner","Operations","Process Monitor","1","140","140","101.50","38.50","Omar Haddad","In Progress"
"ORD-2025-0249","2025-07-04","2025-07","Fictional Enterprise 038","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","207.5","1660.0","1261.60","398.40","Lina Nasser","Completed"
"ORD-2025-0250","2025-07-15","2025-07","Fictional Enterprise 051","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","270","1890","1171.80","718.20","Yousef Karim","Completed"
"ORD-2025-0251","2025-07-26","2025-07","Fictional Enterprise 064","eastern","Dammam","Digital","Governance","Control Center","6","202.5","1215.0","795.82","419.18","Sara Mansour","Completed"
"ORD-2025-0252","2025-08-06","2025-08","Fictional Enterprise 077","Northern","Tabuk","Partner","Operations","Process Monitor","5","125","625","431.25","193.75","Fahad Rahman","In Progress"
"ORD-2025-0253","2025-08-17","2025-08","Fictional Enterprise 090","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","192.5","770.0","558.25","211.75","Amina Saleh","Completed"
"ORD-2025-0254","2025-08-28","2025-08","Fictional Enterprise 103","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","255","765","581.40","183.60","Omar Haddad","Completed"
"ORD-2025-0255","2025-09-08","2025-09","Fictional Enterprise 116","Eastern","Dammam","Digital","Governance","Control Center","2","187.5","375.0","232.50","142.50","Lina Nasser","Completed"
"ORD-2025-0256","2025-09-19","2025-09","Fictional Enterprise 129","Northern","Tabuk","Partner","Operations","Process Monitor","1","155","155","101.52","53.48","Yousef Karim","In Progress"
"ORD-2025-0257","2025-09-30","2025-09","Fictional Enterprise 142","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","222.5","1780.0","1228.20","551.80","Sara Mansour","Completed"
"ORD-2025-0258","2025-10-11","2025-10","Fictional Enterprise 155","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","240","1680","1218.00","462.00","Fahad Rahman","Completed"
"ORD-2025-0259","2025-10-22","2025-10","Fictional Enterprise 008","Eastern","Dammam","Digital","Governance","Control Center","6","172.5","1035.0","786.60","248.40","Amina Saleh","Completed"
"ORD-2025-0260","2025-11-02","2025-11","Fictional Enterprise 021","Northern","Tabuk","Partner","Operations","Process Monitor","5","140","700","434.00","266.00","Omar Haddad","In Progress"
"ORD-2025-0261","2025-11-13","2025-11","Fictional Enterprise 034","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","207.5","830.0","543.65","286.35","Lina Nasser","Completed"
"ORD-2025-0262","2025-11-24","2025-11","Fictional Enterprise 047","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","270","810","558.90","251.10","Yousef Karim","Completed"
"ORD-2025-0263","2025-12-05","2025-12","Fictional Enterprise 060","Eastern","Dammam","Digital","Governance","Control Center","2","202.5","405.0","293.62","111.38","Sara Mansour","Completed"
"ORD-2025-0264","2025-12-16","2025-12","Fictional Enterprise 073","Northern","Tabuk","Partner","Operations","Process Monitor","1","125","125","95.00","30.00","Fahad Rahman","In Progress"
"ORD-2025-0265","2025-12-27","2025-12","Fictional Enterprise 086","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","192.5","1540.0","954.80","585.20","Amina Saleh","Completed"
"ORD-2025-0266","2025-01-07","2025-01","Fictional Enterprise 099","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","255","1785","1169.18","615.82","Omar Haddad","Completed"
"ORD-2025-0267","2025-01-18","2025-01","Fictional Enterprise 112","Eastern","Dammam","Digital","Governance","Control Center","6","187.5","1125.0","776.25","348.75","Lina Nasser","Completed"
"ORD-2025-0268","2025-01-29","2025-01","Fictional Enterprise 125","Northern","Tabuk","Partner","Operations","Process Monitor","5","155","775","561.88","213.12","Yousef Karim","In Progress"
"ORD-2025-0269","2025-02-09","2025-02","Fictional Enterprise 138","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","222.5","890.0","676.40","213.60","Sara Mansour","Completed"
"ORD-2025-0270","2025-02-20","2025-02","Fictional Enterprise 151","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","240","720","446.40","273.60","Fahad Rahman","Completed"
"ORD-2025-0271","2025-03-03","2025-03","Fictional Enterprise 004","Eastern","Dammam","Digital","Governance","Control Center","2","172.5","345.0","225.98","119.02","Amina Saleh","Completed"
"ORD-2025-0272","2025-03-14","2025-03","Fictional Enterprise 017","Northern","Tabuk","Partner","Operations","Process Monitor","1","140","140","96.60","43.40","Omar Haddad","In Progress"
"ORD-2025-0273","2025-03-25","2025-03","Fictional Enterprise 030","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","207.5","1660.0","1203.50","456.50","Lina Nasser","Completed"
"ORD-2025-0274","2025-04-05","2025-04","Fictional Enterprise 043","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","270","1890","1436.40","453.60","Yousef Karim","Completed"
"ORD-2025-0275","2025-04-16","2025-04","Fictional Enterprise 056","Eastern","Dammam","Digital","Governance","Control Center","6","202.5","1215.0","753.30","461.70","Sara Mansour","Completed"
"ORD-2025-0276","2025-04-27","2025-04","Fictional Enterprise 069","Northern","Tabuk","Partner","Operations","Process Monitor","5","125","625","409.38","215.62","Fahad Rahman","In Progress"
"ORD-2025-0277","2025-05-08","2025-05","Fictional Enterprise 082","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","192.5","770.0","531.30","238.70","Amina Saleh","Completed"
"ORD-2025-0278","2025-05-19","2025-05","Fictional Enterprise 095","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","255","765","554.62","210.38","Omar Haddad","Completed"
"ORD-2025-0279","2025-05-30","2025-05","Fictional Enterprise 108","Eastern","Dammam","Digital","Governance","Control Center","2","187.5","375.0","285.00","90.00","Lina Nasser","Completed"
"ORD-2025-0280","2025-06-10","2025-06","Fictional Enterprise 121","Northern","Tabuk","Partner","Operations","Process Monitor","1","155","155","96.10","58.90","Yousef Karim","In Progress"
"ORD-2025-0281","2025-06-21","2025-06","Fictional Enterprise 134","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","222.5","1780.0","1165.90","614.10","Sara Mansour","Completed"
"ORD-2025-0282","2025-07-02","2025-07","Fictional Enterprise 147","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","240","1680","1159.20","520.80","Fahad Rahman","Completed"
"ORD-2025-0283","2025-07-13","2025-07","Fictional Enterprise 160","Eastern","Dammam","Digital","Governance","Control Center","6","172.5","1035.0","750.38","284.62","Amina Saleh","Completed"
"ORD-2025-0284","2025-07-24","2025-07","Fictional Enterprise 013","Northern","Tabuk","Partner","Operations","Process Monitor","5","140","700","532.00","168.00","Omar Haddad","In Progress"
"ORD-2025-0285","2025-08-04","2025-08","Fictional Enterprise 026","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","207.5","830.0","514.60","315.40","Lina Nasser","Completed"
"ORD-2025-0286","2025-08-15","2025-08","Fictional Enterprise 039","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","270","810","530.55","279.45","Yousef Karim","Completed"
"ORD-2025-0287","2025-08-26","2025-08","Fictional Enterprise 052","Eastern","Dammam","Digital","Governance","Control Center","2","202.5","405.0","279.45","125.55","Sara Mansour","Completed"
"ORD-2025-0288","2025-09-06","2025-09","Fictional Enterprise 065","Northern","Tabuk","Partner","Operations","Process Monitor","1","125","125","90.62","34.38","Fahad Rahman","In Progress"
"ORD-2025-0289","2025-09-17","2025-09","Fictional Enterprise 078","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","192.5","1540.0","1170.40","369.60","Amina Saleh","Completed"
"ORD-2025-0290","2025-09-28","2025-09","Fictional Enterprise 091","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","255","1785","1106.70","678.30","Omar Haddad","Completed"
"ORD-2025-0291","2025-10-09","2025-10","Fictional Enterprise 104","Eastern","Dammam","Digital","Governance","Control Center","6","187.5","1125.0","736.88","388.12","Lina Nasser","Completed"
"ORD-2025-0292","2025-10-20","2025-10","Fictional Enterprise 117","Northern","Tabuk","Partner","Operations","Process Monitor","5","155","775","534.75","240.25","Yousef Karim","In Progress"
"ORD-2025-0293","2025-10-31","2025-10","Fictional Enterprise 130","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","222.5","890.0","645.25","244.75","Sara Mansour","Completed"
"ORD-2025-0294","2025-11-11","2025-11","Fictional Enterprise 143","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","240","720","547.20","172.80","Fahad Rahman","Completed"
"ORD-2025-0295","2025-11-22","2025-11","Fictional Enterprise 156","Eastern","Dammam","Digital","Governance","Control Center","2","172.5","345.0","213.90","131.10","Amina Saleh","Completed"
"ORD-2025-0296","2025-12-03","2025-12","Fictional Enterprise 009","Northern","Tabuk","Partner","Operations","Process Monitor","1","140","140","91.70","48.30","Omar Haddad","In Progress"
"ORD-2025-0297","2025-12-14","2025-12","Fictional Enterprise 022","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","207.5","1660.0","1145.40","514.60","Lina Nasser","Completed"
"ORD-2025-0298","2025-12-25","2025-12","Fictional Enterprise 035","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","270","1890","1370.25","519.75","Yousef Karim","Completed"
"ORD-2025-0299","2025-01-05","2025-01","Fictional Enterprise 048","Eastern","Dammam","Digital","Governance","Control Center","6","202.5","1215.0","923.40","291.60","Sara Mansour","Completed"
"ORD-2025-0300","2025-01-16","2025-01","Fictional Enterprise 061","Northern","Tabuk","Partner","Operations","Process Monitor","5","125","625","387.50","237.50","Fahad Rahman","In Progress"
,"2025-01-27","2025-01","Fictional Enterprise 074","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","192.5","770.0","504.35","265.65","Amina Saleh","Completed"
"ORD-2025-0302","2025-02-07","2025-02","Fictional Enterprise 087","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","255","765","527.85","237.15","Omar Haddad","Completed"
"ORD-2025-0303","2025-02-18","2025-02","Fictional Enterprise 100","Eastern","Dammam","Digital","Governance","Control Center","2","187.5","375.0","271.88","103.12","Lina Nasser","Completed"
